"iso3","year","median","varnum","income"
"AFG",1990,70.10467,"01",1
"AFG",1995,53.68056,"01",1
"AFG",2000,46.11439,"01",1
"AFG",2005,41.18396,"01",1
"AFG",2010,49.3488,"01",1
"AFG",2015,76.06751,"01",1
"AFG",2018,60.03432,"01",1
"AFG",1990,150.99453,"02",1
"AFG",1995,107.89499,"02",1
"AFG",2000,117.28562,"02",1
"AFG",2005,149.74085,"02",1
"AFG",2010,141.97759,"02",1
"AFG",2015,107.1039,"02",1
"AFG",2018,96.42841,"02",1
"AFG",1990,63.40792,"03",1
"AFG",1995,33.03639,"03",1
"AFG",2000,28.02335,"03",1
"AFG",2005,34.2366,"03",1
"AFG",2010,14.43765,"03",1
"AFG",2015,16.33155,"03",1
"AFG",2018,21.21638,"03",1
"AFG",1990,46.64993,"04",1
"AFG",1995,56.01189,"04",1
"AFG",2000,58.28044,"04",1
"AFG",2005,46.76856,"04",1
"AFG",2010,45.10049,"04",1
"AFG",2015,39.87541,"04",1
"AFG",2018,42.75157,"04",1
"AFG",1990,79.87862,"05",1
"AFG",1995,67.33176,"05",1
"AFG",2000,39.00976,"05",1
"AFG",2005,55.13817,"05",1
"AFG",2010,94.8345,"05",1
"AFG",2015,101.83975,"05",1
"AFG",2018,99.79411,"05",1
"AFG",1990,7.49359,"06",1
"AFG",1995,3.74104,"06",1
"AFG",2000,2.36532,"06",1
"AFG",2005,2.25224,"06",1
"AFG",2010,13.50792,"06",1
"AFG",2015,2.95473,"06",1
"AFG",2018,30.24589,"06",1
"AFG",1990,343.70651,"07",1
"AFG",1995,358.88394,"07",1
"AFG",2000,359.96415,"07",1
"AFG",2005,359.74102,"07",1
"AFG",2010,317.47344,"07",1
"AFG",2015,222.57963,"07",1
"AFG",2018,220.48409,"07",1
"AFG",1990,165.56539,"08",1
"AFG",1995,143.33288,"08",1
"AFG",2000,68.91643,"08",1
"AFG",2005,46.16332,"08",1
"AFG",2010,48.68352,"08",1
"AFG",2015,43.40946,"08",1
"AFG",2018,40.51274,"08",1
"AFG",1990,2.92653,"09",1
"AFG",1995,2.57068,"09",1
"AFG",2000,2.73179,"09",1
"AFG",2005,2.76351,"09",1
"AFG",2010,2.91074,"09",1
"AFG",2015,3.28093,"09",1
"AFG",2018,2.1894,"09",1
"AFG",1990,36.05411,"10",1
"AFG",1995,22.49538,"10",1
"AFG",2000,21.35375,"10",1
"AFG",2005,14.95543,"10",1
"AFG",2010,13.07455,"10",1
"AFG",2015,10.4556,"10",1
"AFG",2018,8.18093,"10",1
"AFG",1990,2.97867,"11",1
"AFG",1995,2.97397,"11",1
"AFG",2000,2.97849,"11",1
"AFG",2005,2.99544,"11",1
"AFG",2010,3.0104,"11",1
"AFG",2015,3.12415,"11",1
"AFG",2018,3.1111,"11",1
"AFG",1990,5.57688,"12",1
"AFG",1995,3.26943,"12",1
"AFG",2000,2.82821,"12",1
"AFG",2005,3.63241,"12",1
"AFG",2010,4.53481,"12",1
"AFG",2015,8.54577,"12",1
"AFG",2018,7.41498,"12",1
"AFG",1990,0.75116,"13",1
"AFG",1995,0.59391,"13",1
"AFG",2000,0.64559,"13",1
"AFG",2005,0.54244,"13",1
"AFG",2010,0.5449,"13",1
"AFG",2015,0.55083,"13",1
"AFG",2018,0.55488,"13",1
"AFG",1990,9.13878,"14",1
"AFG",1995,8.49497,"14",1
"AFG",2000,8.70523,"14",1
"AFG",2005,8.32379,"14",1
"AFG",2010,8.37122,"14",1
"AFG",2015,8.51829,"14",1
"AFG",2018,8.5614,"14",1
"AFG",1990,6.09634,"15",1
"AFG",1995,3.41102,"15",1
"AFG",2000,4.05859,"15",1
"AFG",2005,34.20048,"15",1
"AFG",2010,74.20509,"15",1
"AFG",2015,63.5967,"15",1
"AFG",2018,76.3978,"15",1
"AFG",1990,2.72917,"16",1
"AFG",1995,2.92344,"16",1
"AFG",2000,3.01283,"16",1
"AFG",2005,3.09682,"16",1
"AFG",2010,3.08795,"16",1
"AFG",2015,2.78483,"16",1
"AFG",2018,2.9348,"16",1
"AFG",1990,0.53344,"17",1
"AFG",1995,0.53768,"17",1
"AFG",2000,0.52943,"17",1
"AFG",2005,0.52978,"17",1
"AFG",2010,0.54096,"17",1
"AFG",2015,0.55082,"17",1
"AFG",2018,0.55744,"17",1
"AFG",1990,1.12747,"18",1
"AFG",1995,1.09011,"18",1
"AFG",2000,1.01651,"18",1
"AFG",2005,0.62727,"18",1
