"iso3","year","median","varnum","income"
"AFG",1990,78.94927,"01",1
"AFG",1995,62.18055,"01",1
"AFG",2000,56.0359,"01",1
"AFG",2005,51.34618,"01",1
"AFG",2010,62.92728,"01",1
"AFG",2015,83.69037,"01",1
"AFG",2018,65.81962,"01",1
"AFG",1990,184.90051,"02",1
"AFG",1995,133.40177,"02",1
"AFG",2000,146.95024,"02",1
"AFG",2005,188.09708,"02",1
"AFG",2010,177.55691,"02",1
"AFG",2015,125.85994,"02",1
"AFG",2018,110.16941,"02",1
"AFG",1990,59.92283,"03",1
"AFG",1995,30.84995,"03",1
"AFG",2000,26.97749,"03",1
"AFG",2005,32.69946,"03",1
"AFG",2010,13.91807,"03",1
"AFG",2015,15.16629,"03",1
"AFG",2018,19.71504,"03",1
"AFG",1990,15.46927,"04",1
"AFG",1995,19.34024,"04",1
"AFG",2000,20.58019,"04",1
"AFG",2005,16.56838,"04",1
"AFG",2010,16.89252,"04",1
"AFG",2015,12.96872,"04",1
"AFG",2018,14.12348,"04",1
"AFG",1990,89.71779,"05",1
"AFG",1995,78.25858,"05",1
"AFG",2000,46.36418,"05",1
"AFG",2005,66.21662,"05",1
"AFG",2010,118.85328,"05",1
"AFG",2015,110.07551,"05",1
"AFG",2018,108.98595,"05",1
"AFG",1990,9.25671,"06",1
"AFG",1995,4.79148,"06",1
"AFG",2000,3.08196,"06",1
"AFG",2005,2.97856,"06",1
"AFG",2010,18.17706,"06",1
"AFG",2015,3.5669,"06",1
"AFG",2018,36.2668,"06",1
"AFG",1990,456.69843,"07",1
"AFG",1995,481.54944,"07",1
"AFG",2000,489.05289,"07",1
"AFG",2005,488.01781,"07",1
"AFG",2010,434.54728,"07",1
"AFG",2015,284.7406,"07",1
"AFG",2018,275.9002,"07",1
"AFG",1990,183.21164,"08",1
"AFG",1995,158.27303,"08",1
"AFG",2000,80.35501,"08",1
"AFG",2005,54.28074,"08",1
"AFG",2010,59.30159,"08",1
"AFG",2015,48.02422,"08",1
"AFG",2018,44.98795,"08",1
"AFG",1990,2.41746,"09",1
"AFG",1995,2.16793,"09",1
"AFG",2000,2.36768,"09",1
"AFG",2005,2.50303,"09",1
"AFG",2010,2.50667,"09",1
"AFG",2015,2.61328,"09",1
"AFG",2018,1.74196,"09",1
"AFG",1990,35.33427,"10",1
"AFG",1995,22.47253,"10",1
"AFG",2000,21.68181,"10",1
"AFG",2005,15.41445,"10",1
"AFG",2010,13.85154,"10",1
"AFG",2015,9.78297,"10",1
"AFG",2018,7.5529,"10",1
"AFG",1990,3.22507,"11",1
"AFG",1995,3.26542,"11",1
"AFG",2000,3.3499,"11",1
"AFG",2005,3.3775,"11",1
"AFG",2010,3.44165,"11",1
"AFG",2015,3.25572,"11",1
"AFG",2018,3.22789,"11",1
"AFG",1990,4.49459,"12",1
"AFG",1995,2.74424,"12",1
"AFG",2000,2.43641,"12",1
"AFG",2005,3.24252,"12",1
"AFG",2010,4.22384,"12",1
"AFG",2015,6.75923,"12",1
"AFG",2018,5.86249,"12",1
"AFG",1990,0.70154,"13",1
"AFG",1995,0.56501,"13",1
"AFG",2000,0.64194,"13",1
"AFG",2005,0.54222,"13",1
"AFG",2010,0.55941,"13",1
"AFG",2015,0.50347,"13",1
"AFG",2018,0.49502,"13",1
"AFG",1990,9.35242,"14",1
"AFG",1995,9.27272,"14",1
"AFG",2000,10.20508,"14",1
"AFG",2005,10.18792,"14",1
"AFG",2010,10.7961,"14",1
"AFG",2015,8.59341,"14",1
"AFG",2018,8.60872,"14",1
"AFG",1990,3.84437,"15",1
"AFG",1995,2.25215,"15",1
"AFG",2000,2.83069,"15",1
"AFG",2005,24.71431,"15",1
"AFG",2010,56.65831,"15",1
"AFG",2015,40.64724,"15",1
"AFG",2018,48.80938,"15",1
"AFG",1990,0.27343,"16",1
"AFG",1995,0.31322,"16",1
"AFG",2000,0.35764,"16",1
"AFG",2005,0.39802,"16",1
"AFG",2010,0.41854,"16",1
"AFG",2015,0.27789,"16",1
"AFG",2018,0.28956,"16",1
"AFG",1990,1.7257,"17",1
"AFG",1995,1.70837,"17",1
"AFG",2000,1.69441,"17",1
"AFG",2005,1.66444,"17",1
"AFG",2010,1.65106,"17",1
"AFG",2015,1.66232,"17",1
"AFG",2018,1.66745,"17",1
"AFG",1990,1.45786,"18",1
"AFG",1995,1.41026,"18",1
"AFG",2000,1.32874,"18",1
"AFG",2005,0.81805,"18",1
"AFG",2010,1.46651,"18",1
"AFG",2015,2.29607,"18",1
"AFG",2018,2.18176,"18",1
"AFG",1990,67.91059,"22",1
"AFG",1995,67.84267,"22",1
"AFG",2000,67.88109,"22",1
"AFG",2005,67.60512,"22",1
"AFG",2010,67.3739,"22",1
"AFG",2015,67.62151,"22",1
"AFG",2018,67.56634,"22",1
"AFG",1990,52.17312,"23",1
"AFG",1995,57.33308,"23",1
"AFG",2000,56.82454,"23",1
"AFG",2005,50.93708,"23",1
"AFG",2010,58.86031,"23",1
"AFG",2015,63.30356,"23",1
"AFG",2018,63.07902,"23",1
"AFG",1990,7.15255,"27",1
"AFG",1995,7.04133,"27",1
"AFG",2000,6.91858,"27",1
"AFG",2005,7.09018,"27",1
"AFG",2010,7.23563,"27",1
"AFG",2015,6.88111,"27",1
"AFG",2018,6.92186,"27",1
"AFG",1990,4.78838,"28",1
"AFG",1995,4.7628,"28",1
"AFG",2000,4.79236,"28",1
"AFG",2005,4.80689,"28",1
"AFG",2010,4.93451,"28",1
"AFG",2015,4.7593,"28",1
"AFG",2018,4.78159,"28",1
"AFG",1990,2.6244,"29",1
"AFG",1995,2.62918,"29",1
"AFG",2000,2.6339,"29",1
"AFG",2005,2.64252,"29",1
"AFG",2010,2.64509,"29",1
"AFG",2015,2.63485,"29",1
"AFG",2018,2.64261,"29",1
"AFG",1990,4.14396,"30",1
"AFG",1995,4.29533,"30",1
"AFG",2000,4.7342,"30",1
"AFG",2005,5.10004,"30",1
"AFG",2010,5.2401,"30",1
"AFG",2015,4.81833,"30",1
"AFG",2018,4.75725,"30",1
"AFG",1990,775.66647,"31",1
"AFG",1995,739.33348,"31",1
"AFG",2000,744.66489,"31",1
"AFG",2005,761.28512,"31",1
"AFG",2010,864.83997,"31",1
"AFG",2015,751.78606,"31",1
"AFG",2018,879.29203,"31",1
"AFG",1990,148.26823,"33",1
"AFG",1995,122.71391,"33",1
"AFG",2000,122.82269,"33",1
"AFG",2005,108.28602,"33",1
"AFG",2010,106.95605,"33",1
"AFG",2015,89.29992,"33",1
"AFG",2018,79.58638,"33",1
"AFG",1990,66.4546,"34",1
"AFG",1995,56.24112,"34",1
"AFG",2000,54.3376,"34",1
"AFG",2005,54.29941,"34",1
"AFG",2010,51.97182,"34",1
"AFG",2015,55.96707,"34",1
"AFG",2018,53.13948,"34",1
"AFG",1990,0.00287,"35",1
"AFG",1995,0.00013,"35",1
"AFG",2000,0.00033,"35",1
"AFG",2005,2.55436,"35",1
"AFG",2010,16.6283,"35",1
"AFG",2015,12.88454,"35",1
"AFG",2018,17.7376,"35",1
"AFG",1990,457.8862,"36",1
"AFG",1995,460.61188,"36",1
"AFG",2000,463.84873,"36",1
"AFG",2005,473.82117,"36",1
"AFG",2010,493.82875,"36",1
"AFG",2015,482.9857,"36",1
"AFG",2018,485.6155,"36",1
"AFG",1990,3406.3866,"37",1
"AFG",1995,3379.57169,"37",1
"AFG",2000,3390.27396,"37",1
"AFG",2005,3415.60586,"37",1
"AFG",2010,3405.89363,"37",1
"AFG",2015,3457.57621,"37",1
"AFG",2018,3460.50015,"37",1
"AFG",1990,63.93215,"38",1
"AFG",1995,59.76435,"38",1
"AFG",2000,57.14771,"38",1
"AFG",2005,62.90226,"38",1
"AFG",2010,69.97897,"38",1
"AFG",2015,70.31648,"38",1
"AFG",2018,66.11025,"38",1
"AFG",1990,28.7579,"39",1
"AFG",1995,27.57301,"39",1
"AFG",2000,25.08973,"39",1
"AFG",2005,24.74722,"39",1
"AFG",2010,23.13354,"39",1
"AFG",2015,23.09931,"39",1
"AFG",2018,21.07036,"39",1
"AFG",1990,212.51614,"40",1
"AFG",1995,218.99494,"40",1
"AFG",2000,232.93545,"40",1
"AFG",2005,246.75562,"40",1
"AFG",2010,263.97279,"40",1
"AFG",2015,264.92042,"40",1
"AFG",2018,265.62516,"40",1
"AFG",1990,1887.28028,"41",1
"AFG",1995,1916.68816,"41",1
"AFG",2000,2000.90241,"41",1
"AFG",2005,2059.44929,"41",1
"AFG",2010,2145.5952,"41",1
"AFG",2015,2099.27029,"41",1
"AFG",2018,2102.25988,"41",1
"AFG",1990,70.88597,"42",1
"AFG",1995,72.59629,"42",1
"AFG",2000,73.57473,"42",1
"AFG",2005,74.35973,"42",1
"AFG",2010,75.87787,"42",1
"AFG",2015,72.44679,"42",1
"AFG",2018,73.73905,"42",1
"AFG",1990,129.92459,"43",1
"AFG",1995,135.55083,"43",1
"AFG",2000,164.46941,"43",1
"AFG",2005,171.82709,"43",1
"AFG",2010,227.92546,"43",1
"AFG",2015,197.08093,"43",1
"AFG",2018,290.08927,"43",1
"AFG",1990,1.15722,"45",1
"AFG",1995,1.16361,"45",1
"AFG",2000,1.17625,"45",1
