"iso3","year","median","varnum","income"
"AFG",1990,74.93943,"01",1
"AFG",1995,58.81928,"01",1
"AFG",2000,52.5337,"01",1
"AFG",2005,48.17501,"01",1
"AFG",2010,59.79587,"01",1
"AFG",2015,81.29788,"01",1
"AFG",2018,64.31069,"01",1
"AFG",1990,152.38831,"02",1
"AFG",1995,109.8051,"02",1
"AFG",2000,120.56715,"02",1
"AFG",2005,153.58308,"02",1
"AFG",2010,146.58114,"02",1
"AFG",2015,108.3331,"02",1
"AFG",2018,96.95943,"02",1
"AFG",1990,63.37896,"03",1
"AFG",1995,33.41256,"03",1
"AFG",2000,28.33661,"03",1
"AFG",2005,34.32323,"03",1
"AFG",2010,14.55282,"03",1
"AFG",2015,16.52765,"03",1
"AFG",2018,21.38895,"03",1
"AFG",1990,45.49772,"04",1
"AFG",1995,55.61656,"04",1
"AFG",2000,59.02316,"04",1
"AFG",2005,48.2323,"04",1
"AFG",2010,47.86478,"04",1
"AFG",2015,39.4966,"04",1
"AFG",2018,41.82356,"04",1
"AFG",1990,84.94571,"05",1
"AFG",1995,73.23767,"05",1
"AFG",2000,43.37131,"05",1
"AFG",2005,61.77274,"05",1
"AFG",2010,107.25856,"05",1
"AFG",2015,108.56806,"05",1
"AFG",2018,105.78559,"05",1
"AFG",1990,7.62419,"06",1
"AFG",1995,3.85075,"06",1
"AFG",2000,2.4731,"06",1
"AFG",2005,2.38364,"06",1
"AFG",2010,14.30112,"06",1
"AFG",2015,3.00619,"06",1
"AFG",2018,30.72762,"06",1
"AFG",1990,364.38369,"07",1
"AFG",1995,379.15138,"07",1
"AFG",2000,382.15879,"07",1
"AFG",2005,379.98968,"07",1
"AFG",2010,339.74265,"07",1
"AFG",2015,235.80696,"07",1
"AFG",2018,232.1842,"07",1
"AFG",1990,166.53013,"08",1
"AFG",1995,145.43757,"08",1
"AFG",2000,71.52005,"08",1
"AFG",2005,48.38106,"08",1
"AFG",2010,51.97226,"08",1
"AFG",2015,44.62945,"08",1
"AFG",2018,40.96932,"08",1
"AFG",1990,3.12218,"09",1
"AFG",1995,2.79247,"09",1
"AFG",2000,2.98068,"09",1
"AFG",2005,3.01212,"09",1
"AFG",2010,3.19689,"09",1
"AFG",2015,3.50531,"09",1
"AFG",2018,2.37038,"09",1
"AFG",1990,36.557,"10",1
"AFG",1995,23.30407,"10",1
"AFG",2000,22.67236,"10",1
"AFG",2005,16.12086,"10",1
"AFG",2010,14.50442,"10",1
"AFG",2015,10.63068,"10",1
"AFG",2018,8.2588,"10",1
"AFG",1990,2.91654,"11",1
"AFG",1995,2.96267,"11",1
"AFG",2000,3.0056,"11",1
"AFG",2005,3.05871,"11",1
"AFG",2010,3.11316,"11",1
"AFG",2015,3.05389,"11",1
"AFG",2018,3.06382,"11",1
"AFG",1990,5.95816,"12",1
"AFG",1995,3.59965,"12",1
"AFG",2000,3.22892,"12",1
"AFG",2005,4.27916,"12",1
"AFG",2010,5.54359,"12",1
"AFG",2015,9.09597,"12",1
"AFG",2018,7.89466,"12",1
"AFG",1990,0.76101,"13",1
"AFG",1995,0.6125,"13",1
"AFG",2000,0.68066,"13",1
"AFG",2005,0.5834,"13",1
"AFG",2010,0.59457,"13",1
"AFG",2015,0.55659,"13",1
"AFG",2018,0.56569,"13",1
"AFG",1990,10.31117,"14",1
"AFG",1995,10.12183,"14",1
"AFG",2000,10.96341,"14",1
"AFG",2005,11.03782,"14",1
"AFG",2010,11.74895,"14",1
"AFG",2015,9.66303,"14",1
"AFG",2018,9.63672,"14",1
"AFG",1990,7.34946,"15",1
"AFG",1995,4.30724,"15",1
"AFG",2000,5.41351,"15",1
"AFG",2005,47.27607,"15",1
"AFG",2010,108.61394,"15",1
"AFG",2015,76.21375,"15",1
"AFG",2018,91.54423,"15",1
"AFG",1990,3.50857,"16",1
"AFG",1995,4.0488,"16",1
"AFG",2000,4.58983,"16",1
"AFG",2005,5.06737,"16",1
"AFG",2010,5.47054,"16",1
"AFG",2015,3.57678,"16",1
"AFG",2018,3.73551,"16",1
"AFG",1990,0.5255,"17",1
"AFG",1995,0.53556,"17",1
"AFG",2000,0.52871,"17",1
"AFG",2005,0.53463,"17",1
"AFG",2010,0.54021,"17",1
"AFG",2015,0.54304,"17",1
"AFG",2018,0.56327,"17",1
"AFG",1990,1.12339,"18",1
"AFG",1995,1.08709,"18",1
"AFG",2000,1.02055,"18",1
"AFG",2005,0.63021,"18",1
"AFG",2010,1.13173,"18",1
"AFG",2015,1.79531,"18",1
"AFG",2018,1.70697,"18",1
"AFG",1990,66.29383,"22",1
"AFG",1995,66.28302,"22",1
"AFG",2000,66.17305,"22",1
"AFG",2005,65.9606,"22",1
"AFG",2010,65.86374,"22",1
"AFG",2015,66.1911,"22",1
"AFG",2018,66.20223,"22",1
"AFG",1990,48.41938,"23",1
"AFG",1995,53.28806,"23",1
"AFG",2000,52.59693,"23",1
"AFG",2005,47.01324,"23",1
"AFG",2010,54.66775,"23",1
"AFG",2015,59.87305,"23",1
"AFG",2018,59.78807,"23",1
"AFG",1990,7.68403,"27",1
"AFG",1995,7.60593,"27",1
"AFG",2000,7.51621,"27",1
"AFG",2005,7.58494,"27",1
"AFG",2010,7.66331,"27",1
"AFG",2015,7.36254,"27",1
"AFG",2018,7.31509,"27",1
"AFG",1990,5.12857,"28",1
"AFG",1995,5.13293,"28",1
"AFG",2000,5.14502,"28",1
"AFG",2005,5.21153,"28",1
