"iso3","year","median","varnum","income"
"AFG",1990,81.32363,"01",1
"AFG",1995,64.001,"01",1
"AFG",2000,57.43638,"01",1
"AFG",2005,52.4731,"01",1
"AFG",2010,64.63904,"01",1
"AFG",2015,85.67923,"01",1
"AFG",2018,67.64151,"01",1
"AFG",1990,182.72578,"02",1
"AFG",1995,132.53901,"02",1
"AFG",2000,146.3459,"02",1
"AFG",2005,186.9013,"02",1
"AFG",2010,176.95792,"02",1
"AFG",2015,125.26799,"02",1
"AFG",2018,110.57978,"02",1
"AFG",1990,58.45288,"03",1
"AFG",1995,30.78983,"03",1
"AFG",2000,26.38421,"03",1
"AFG",2005,32.23693,"03",1
"AFG",2010,13.56649,"03",1
"AFG",2015,14.79264,"03",1
"AFG",2018,19.23597,"03",1
"AFG",1990,14.28678,"04",1
"AFG",1995,17.59032,"04",1
"AFG",2000,19.06474,"04",1
"AFG",2005,15.00342,"04",1
"AFG",2010,15.28536,"04",1
"AFG",2015,12.0811,"04",1
"AFG",2018,12.7185,"04",1
"AFG",1990,94.29384,"05",1
"AFG",1995,81.57346,"05",1
"AFG",2000,48.70575,"05",1
"AFG",2005,68.90335,"05",1
"AFG",2010,120.11668,"05",1
"AFG",2015,114.52375,"05",1
"AFG",2018,112.23012,"05",1
"AFG",1990,9.45763,"06",1
"AFG",1995,4.95655,"06",1
"AFG",2000,3.12667,"06",1
"AFG",2005,3.06211,"06",1
"AFG",2010,18.37128,"06",1
"AFG",2015,3.69124,"06",1
"AFG",2018,37.22241,"06",1
"AFG",1990,498.09382,"07",1
"AFG",1995,511.99788,"07",1
"AFG",2000,521.4248,"07",1
"AFG",2005,527.70002,"07",1
"AFG",2010,467.70694,"07",1
"AFG",2015,306.32939,"07",1
"AFG",2018,293.9323,"07",1
"AFG",1990,184.29234,"08",1
"AFG",1995,159.67207,"08",1
"AFG",2000,80.33614,"08",1
"AFG",2005,55.33516,"08",1
"AFG",2010,60.36155,"08",1
"AFG",2015,49.16855,"08",1
"AFG",2018,46.38619,"08",1
"AFG",1990,2.49141,"09",1
"AFG",1995,2.19683,"09",1
"AFG",2000,2.41279,"09",1
"AFG",2005,2.47881,"09",1
"AFG",2010,2.60178,"09",1
"AFG",2015,2.72215,"09",1
"AFG",2018,1.7561,"09",1
"AFG",1990,34.96346,"10",1
"AFG",1995,22.16216,"10",1
"AFG",2000,21.83404,"10",1
"AFG",2005,15.57092,"10",1
"AFG",2010,13.81738,"10",1
"AFG",2015,9.82288,"10",1
"AFG",2018,7.53666,"10",1
"AFG",1990,3.27774,"11",1
"AFG",1995,3.32534,"11",1
"AFG",2000,3.40112,"11",1
"AFG",2005,3.43306,"11",1
"AFG",2010,3.55628,"11",1
"AFG",2015,3.29375,"11",1
"AFG",2018,3.29421,"11",1
"AFG",1990,3.97781,"12",1
"AFG",1995,2.41036,"12",1
"AFG",2000,2.17584,"12",1
"AFG",2005,2.9022,"12",1
"AFG",2010,3.71984,"12",1
"AFG",2015,6.03408,"12",1
"AFG",2018,5.21427,"12",1
"AFG",1990,0.70147,"13",1
"AFG",1995,0.57674,"13",1
"AFG",2000,0.64705,"13",1
"AFG",2005,0.55831,"13",1
"AFG",2010,0.56396,"13",1
"AFG",2015,0.51815,"13",1
"AFG",2018,0.51919,"13",1
"AFG",1990,10.20855,"14",1
"AFG",1995,10.3201,"14",1
"AFG",2000,11.19876,"14",1
"AFG",2005,11.01133,"14",1
"AFG",2010,11.7225,"14",1
"AFG",2015,9.33975,"14",1
"AFG",2018,9.33286,"14",1
"AFG",1990,3.5955,"15",1
"AFG",1995,2.0956,"15",1
"AFG",2000,2.63881,"15",1
"AFG",2005,23.04053,"15",1
"AFG",2010,53.46714,"15",1
"AFG",2015,38.12533,"15",1
"AFG",2018,46.01245,"15",1
"AFG",1990,0.20269,"16",1
"AFG",1995,0.23291,"16",1
"AFG",2000,0.26881,"16",1
"AFG",2005,0.29346,"16",1
"AFG",2010,0.31622,"16",1
"AFG",2015,0.19996,"16",1
"AFG",2018,0.21078,"16",1
"AFG",1990,1.79875,"17",1
"AFG",1995,1.77214,"17",1
"AFG",2000,1.76658,"17",1
"AFG",2005,1.75352,"17",1
"AFG",2010,1.74273,"17",1
"AFG",2015,1.77076,"17",1
"AFG",2018,1.77443,"17",1
"AFG",1990,1.46669,"18",1
"AFG",1995,1.41164,"18",1
"AFG",2000,1.33655,"18",1
"AFG",2005,0.81869,"18",1
"AFG",2010,1.47231,"18",1
"AFG",2015,2.32634,"18",1
"AFG",2018,2.18896,"18",1
"AFG",1990,68.05636,"22",1
"AFG",1995,68.13294,"22",1
"AFG",2000,67.97373,"22",1
"AFG",2005,67.93443,"22",1
"AFG",2010,67.72338,"22",1
"AFG",2015,67.96451,"22",1
"AFG",2018,68.00435,"22",1
"AFG",1990,51.61692,"23",1
"AFG",1995,56.45002,"23",1
"AFG",2000,56.22942,"23",1
"AFG",2005,49.9869,"23",1
"AFG",2010,58.29227,"23",1
"AFG",2015,62.68945,"23",1
"AFG",2018,62.08153,"23",1
"AFG",1990,7.23579,"27",1
"AFG",1995,7.14358,"27",1
"AFG",2000,7.01947,"27",1
"AFG",2005,7.20527,"27",1
"AFG",2010,7.25111,"27",1
"AFG",2015,7.06402,"27",1
"AFG",2018,6.99386,"27",1
"AFG",1990,4.79491,"28",1
"AFG",1995,4.78993,"28",1
"AFG",2000,4.82652,"28",1
"AFG",2005,4.90599,"28",1
"AFG",2010,4.95491,"28",1
"AFG",2015,4.86137,"28",1
"AFG",2018,4.7997,"28",1
"AFG",1990,2.6237,"29",1
"AFG",1995,2.62788,"29",1
"AFG",2000,2.6351,"29",1
"AFG",2005,2.64307,"29",1
"AFG",2010,2.64446,"29",1
"AFG",2015,2.64585,"29",1
"AFG",2018,2.64355,"29",1
"AFG",1990,4.58284,"30",1
"AFG",1995,4.63509,"30",1
"AFG",2000,5.31664,"30",1
"AFG",2005,5.55641,"30",1
"AFG",2010,5.73213,"30",1
"AFG",2015,5.03164,"30",1
"AFG",2018,4.95231,"30",1
"AFG",1990,731.26251,"31",1
"AFG",1995,729.94578,"31",1
"AFG",2000,710.00922,"31",1
"AFG",2005,742.92583,"31",1
"AFG",2010,834.76126,"31",1
"AFG",2015,744.80562,"31",1
"AFG",2018,848.5376,"31",1
"AFG",1990,140.5273,"33",1
"AFG",1995,115.71303,"33",1
"AFG",2000,115.53252,"33",1
"AFG",2005,102.83194,"33",1
"AFG",2010,101.07968,"33",1
"AFG",2015,84.08387,"33",1
"AFG",2018,75.0798,"33",1
"AFG",1990,66.54518,"34",1
"AFG",1995,56.57043,"34",1
"AFG",2000,54.38552,"34",1
"AFG",2005,54.60089,"34",1
"AFG",2010,52.26772,"34",1
"AFG",2015,55.70138,"34",1
"AFG",2018,53.11011,"34",1
"AFG",1990,0.00334,"35",1
"AFG",1995,0.00016,"35",1
"AFG",2000,4e-04,"35",1
"AFG",2005,2.81041,"35",1
"AFG",2010,18.29105,"35",1
"AFG",2015,14.25252,"35",1
"AFG",2018,18.66904,"35",1
"AFG",1990,450.80427,"36",1
"AFG",1995,455.8379,"36",1
"AFG",2000,460.3744,"36",1
"AFG",2005,469.66565,"36",1
"AFG",2010,491.51045,"36",1
"AFG",2015,478.71918,"36",1
"AFG",2018,477.48951,"36",1
"AFG",1990,3345.11955,"37",1
"AFG",1995,3346.82789,"37",1
"AFG",2000,3349.9428,"37",1
"AFG",2005,3351.82711,"37",1
"AFG",2010,3349.59108,"37",1
"AFG",2015,3428.35644,"37",1
"AFG",2018,3407.89405,"37",1
"AFG",1990,63.23521,"38",1
"AFG",1995,57.24276,"38",1
"AFG",2000,57.00162,"38",1
"AFG",2005,65.18999,"38",1
"AFG",2010,68.53032,"38",1
"AFG",2015,68.10878,"38",1
"AFG",2018,67.80499,"38",1
"AFG",1990,28.10183,"39",1
"AFG",1995,26.89772,"39",1
"AFG",2000,24.55637,"39",1
"AFG",2005,23.92186,"39",1
"AFG",2010,22.86833,"39",1
"AFG",2015,22.91471,"39",1
"AFG",2018,20.38821,"39",1
"AFG",1990,205.44864,"40",1
"AFG",1995,212.81008,"40",1
"AFG",2000,225.59402,"40",1
"AFG",2005,239.77551,"40",1
"AFG",2010,255.89301,"40",1
"AFG",2015,256.33323,"40",1
"AFG",2018,258.84211,"40",1
"AFG",1990,1846.85081,"41",1
"AFG",1995,1884.85047,"41",1
"AFG",2000,1960.22836,"41",1
"AFG",2005,2032.65786,"41",1
"AFG",2010,2101.44743,"41",1
"AFG",2015,2078.51555,"41",1
"AFG",2018,2070.39223,"41",1
"AFG",1990,67.25081,"42",1
"AFG",1995,70.3174,"42",1
"AFG",2000,73.13006,"42",1
"AFG",2005,74.91155,"42",1
"AFG",2010,75.58951,"42",1
"AFG",2015,72.57318,"42",1
"AFG",2018,72.06248,"42",1
"AFG",1990,127.83804,"43",1
"AFG",1995,136.18009,"43",1
"AFG",2000,164.22682,"43",1
"AFG",2005,172.56813,"43",1
"AFG",2010,228.44212,"43",1
"AFG",2015,194.32716,"43",1
"AFG",2018,284.54851,"43",1
"AFG",1990,1.12507,"45",1
"AFG",1995,1.13304,"45",1
"AFG",2000,1.14655,"45",1
"AFG",2005,1.1613,"45",1
